season,current_gameweek,player_id,player_code,web_name,full_name,team,team_id,team_code,position,status,news,chance_of_playing_next_round,now_cost,selected_by_percent,total_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,ict_index,form,points_per_game,ep_next,fixture_difficulty_next5,fixture_difficulty_next3,next5_home_count,next3_home_count,opponent_count_next5,opponent_count_next3,prior_minutes,prior_total_points,prior_points_per_90,prior_xgi_per_90,prior_starts_per_90,prior_found,prior_team_strength,prior_team_attack_strength,prior_team_defence_strength,prior_team_found,points_per_90,xgi_per_90,start_rate,blended_points_per_90,blended_xgi_per_90,blended_start_rate,team_attack_prior,team_defence_prior,value_points_per_million,fixture_ease,differential_score,availability_factor,predicted_next_gw,predicted_next3,predicted_next5,baseline_next3,baseline_next5,model_residual,optimizer_value,risk_score,transfer_score
2026-27,2,297,470294,Gyabi,Darko Gyabi,Hull City,11,88,MID,i,Thigh injury - Unknown return date,0,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.397
2026-27,2,298,500957,Destan,Enis Destan,Hull City,11,88,FWD,u,Has joined Konyaspor permanently,0,45.0,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.407
2026-27,2,299,534392,Burstow,Mason Burstow,Hull City,11,88,FWD,u,Has joined Sheffield Wednesday on loan for the rest of the season,0,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.397
2026-27,2,340,462635,Gelhardt,Joe Gelhardt,Hull City,11,88,MID,i,Ankle injury - Expected back 5 Sep,0,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.397
2026-27,2,556,169359,Targett,Matt Targett,Hull City,11,88,DEF,a,,100,40.0,2.1,1,5,0,0,0,0,0,0.0,0.0,0.0,0.07,0.0,0.5,1.0,0.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,18.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.25,2.8,22.9,1.0,1.111,3.466,5.779,3.0,5.0,0.779,1.445,1.644,6.163
2026-27,2,563,445028,Morita,Hidemasa Morita,Hull City,11,88,MID,a,,100,50.0,0.0,1,45,1,0,0,0,0,0.0,0.0,0.0,1.09,2.4,0.5,1.0,0.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.0,0.0,1.0,0.56,0.0,1.0,0.0,0.0,0.2,2.8,25.0,1.0,0.669,2.033,3.358,3.0,5.0,-1.642,0.672,0.95,4.405
2026-27,2,572,473284,Tzolakis,Konstantinos Tzolakis,Hull City,11,88,GKP,a,,100,45.0,7.0,20,180,2,0,0,2,0,0.0,0.0,0.0,3.12,6.1,10.0,10.0,10.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,10.0,0.0,1.0,2.8,0.0,1.0,0.0,0.0,4.444,2.8,18.0,1.0,3.128,8.637,15.053,30.0,50.0,-34.947,3.345,0.8,15.983
2026-27,2,574,552946,Hjertø-Dahl,Jens Hjertø-Dahl,Hull City,11,88,MID,a,,100,50.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,24.9,1.0,0.72,2.102,3.5,0.0,0.0,3.5,0.7,1.649,3.95
2026-27,2,576,608227,Stroud,Elliot Stroud,Hull City,11,88,MID,a,,100,50.0,0.1,3,128,2,0,0,1,0,0.01,0.04,0.05,2.25,2.2,1.5,1.5,1.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.109,0.035,1.0,0.591,0.01,1.0,0.0,0.0,0.6,2.8,24.9,1.0,2.284,6.625,11.027,4.5,7.5,3.527,2.205,0.858,12.149
2026-27,2,585,597462,Herrington,Lucas Herrington,Hull City,11,88,DEF,a,,100,40.0,0.6,2,57,0,0,0,0,0,0.0,0.0,0.0,1.16,1.1,1.0,1.0,1.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,3.158,0.0,0.0,0.884,0.0,0.0,0.0,0.0,0.5,2.8,24.4,1.0,0.822,2.244,3.749,3.0,5.0,-1.251,0.937,1.587,4.234
2026-27,2,586,606930,Mendy,Nobel Mendy,Hull City,11,88,DEF,a,,100,40.0,5.4,16,121,2,1,0,1,0,0.29,0.0,0.29,1.95,12.0,8.0,8.0,8.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,11.901,0.216,1.0,3.332,0.06,1.0,0.0,0.0,4.0,2.8,19.6,1.0,2.634,6.125,10.634,24.0,40.0,-29.366,2.659,0.866,11.564
2026-27,2,589,469266,Gourna-Douath,Lucas Gourna-Douath,Hull City,11,88,MID,a,,100,50.0,0.0,1,45,0,0,0,0,0,0.0,0.01,0.01,0.2,1.4,0.5,1.0,0.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.0,0.02,0.0,0.56,0.006,0.0,0.0,0.0,0.2,2.8,25.0,1.0,0.764,2.359,3.883,3.0,5.0,-1.117,0.777,1.6,4.378
2026-27,2,617,490884,Cho,Mohamed-Ali Cho,Hull City,11,88,MID,a,,100,50.0,0.0,1,7,0,0,0,0,0,0.0,0.0,0.0,0.18,0.1,1.0,1.0,1.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,12.857,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.2,2.8,25.0,1.0,0.49,1.462,2.383,4.5,7.5,-5.117,0.477,1.642,2.842
2026-27,2,632,626751,Ansah,Ilyas Ansah,Hull City,11,88,FWD,a,,100,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,1.0,0.015,0.019,0.037,4.2,7.0,-6.963,0.007,1.649,0.49
2026-27,2,637,631000,Vaz,Robinio Vaz,Hull City,11,88,FWD,a,,100,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,1.0,0.015,0.019,0.037,4.2,7.0,-6.963,0.007,1.649,0.49
2026-27,2,638,496181,Norton-Cuffy,Brooke Norton-Cuffy,Hull City,11,88,DEF,a,,100,40.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,1.0,0.0,0.0,0.0,3.0,5.0,-5.0,0.0,1.649,0.453
2026-27,2,642,243951,Thomas,Sorba Thomas,Hull City,11,88,MID,a,,100,55.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,1.0,0.012,0.024,0.039,6.0,10.0,-9.961,0.007,1.649,0.492
2026-27,2,645,647839,Mouzakitis,Christos Mouzakitis,Hull City,11,88,MID,a,,100,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.2,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,25.0,1.0,0.015,0.019,0.037,4.5,7.5,-7.463,0.007,1.649,0.49
2026-27,2,259,219924,Diop,Issa Diop,Ipswich Town,12,40,DEF,a,,100,40.0,15.9,4,180,2,0,0,0,6,0.0,0.01,0.01,5.43,5.1,2.0,2.0,2.0,3.4,3.333,2.0,1.0,5,3,812.0,31.0,3.436,0.094,0.89,1,1000.0,1000.0,1000.0,0,2.0,0.005,1.0,3.034,0.069,1.0,0.0,0.0,1.0,2.6,9.1,1.0,3.556,10.266,17.452,6.0,10.0,7.452,4.363,0.8,18.001
2026-27,2,267,212314,Lukić,Saša Lukić,Ipswich Town,12,40,MID,a,,100,50.0,0.1,6,162,2,0,1,0,5,0.02,0.04,0.06,4.57,7.1,3.0,3.0,3.0,3.4,3.333,2.0,1.0,5,3,1730.0,67.0,3.486,0.215,1.04,1,1000.0,1000.0,1000.0,0,3.333,0.033,1.0,3.443,0.164,1.0,0.0,0.0,1.2,2.6,24.9,1.0,2.287,6.909,11.697,9.0,15.0,-3.303,2.339,0.82,12.781
2026-27,2,300,108813,Walton,Christian Walton,Ipswich Town,12,40,GKP,a,,100,45.0,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24.6,1.0,0.127,0.241,0.449,0.0,0.0,0.449,0.1,1.649,0.818
2026-27,2,301,112520,Palmer,Alex Palmer,Ipswich Town,12,40,GKP,a,,100,40.0,4.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,20.7,1.0,0.484,1.246,2.23,0.0,0.0,2.23,0.557,1.649,2.463
2026-27,2,302,50093,Button,David Button,Ipswich Town,12,40,GKP,a,,100,40.0,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24.5,1.0,0.017,0.063,0.11,0.0,0.0,0.11,0.028,1.649,0.476
2026-27,2,303,183015,Kipré,Cédric Kipré,Ipswich Town,12,40,DEF,a,,100,40.0,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24.4,1.0,0.101,0.309,0.526,0.0,0.0,0.526,0.132,1.649,0.888
2026-27,2,304,216616,O'Shea,Dara O'Shea,Ipswich Town,12,40,DEF,a,,100,40.0,3.3,4,180,2,0,0,0,6,0.07,0.17,0.24,5.43,8.4,2.0,2.0,2.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.0,0.12,1.0,0.56,0.034,1.0,0.0,0.0,1.0,2.6,21.7,1.0,2.793,9.405,15.305,6.0,10.0,5.305,3.826,0.8,16.294
2026-27,2,305,455084,Davis,Leif Davis,Ipswich Town,12,40,DEF,a,,100,40.0,5.1,8,180,2,1,0,0,6,0.54,0.13,0.67,5.43,13.0,4.0,4.0,4.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,4.0,0.335,1.0,1.12,0.094,1.0,0.0,0.0,2.0,2.6,19.9,1.0,3.023,11.153,19.651,12.0,20.0,-0.349,4.913,0.8,20.578
2026-27,2,306,449429,Greaves,Jacob Greaves,Ipswich Town,12,40,DEF,a,,100,40.0,1.3,1,180,2,0,0,0,6,0.0,0.01,0.01,5.43,3.8,0.5,0.5,0.5,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.5,0.005,1.0,0.14,0.001,1.0,0.0,0.0,0.25,2.6,23.7,1.0,2.229,7.371,12.473,1.5,2.5,9.973,3.118,0.8,13.533
2026-27,2,307,222018,Johnson,Ben Johnson,Ipswich Town,12,40,DEF,a,,100,40.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24.9,1.0,0.0,0.0,0.002,0.0,0.0,0.002,0.001,1.649,0.382
2026-27,2,308,176420,Furlong,Darnell Furlong,Ipswich Town,12,40,DEF,a,,100,40.0,0.6,1,17,0,0,0,0,1,0.0,0.0,0.0,0.86,0.6,0.5,1.0,0.5,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,5.294,0.0,0.0,1.482,0.0,0.0,0.0,0.0,0.25,2.6,24.4,1.0,0.928,2.63,4.376,3.0,5.0,-0.624,1.094,1.631,4.754
2026-27,2,309,501390,Núñez,Marcelino Núñez,Ipswich Town,12,40,MID,a,,100,50.0,0.1,6,140,2,0,0,0,4,0.03,0.05,0.08,3.48,5.0,3.0,3.0,3.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,3.857,0.051,1.0,1.08,0.014,1.0,0.0,0.0,1.2,2.6,24.9,1.0,1.934,5.274,8.792,9.0,15.0,-6.208,1.758,0.844,9.856
2026-27,2,310,241117,Matusiwa,Azor Matusiwa,Ipswich Town,12,40,MID,i,Muscular injury - Unknown return date,0,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.467
2026-27,2,311,149929,Burns,Wes Burns,Ipswich Town,12,40,MID,u,Has joined Leicester City permanently,0,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.467
2026-27,2,312,231899,Taylor,Jack Taylor,Ipswich Town,12,40,MID,i,Knee injury - Unknown return date,0,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.467
2026-27,2,313,443261,Clarke,Jack Clarke,Ipswich Town,12,40,MID,a,,100,55.0,0.3,7,19,0,1,0,0,0,0.1,0.0,0.1,0.03,5.2,3.5,7.0,3.5,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,33.158,0.474,0.0,9.284,0.133,0.0,0.0,0.0,1.273,2.6,24.7,1.0,1.602,4.77,8.011,21.0,35.0,-26.989,1.457,1.629,8.401
2026-27,2,314,229164,Ogbene,Chiedozie Ogbene,Ipswich Town,12,40,MID,u,Has joined Lincoln City on loan until January,0,49.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.467
2026-27,2,315,531442,Fatawu,Abdul Fatawu,Ipswich Town,12,40,MID,a,,100,55.0,0.2,6,147,2,0,1,0,6,0.0,0.63,0.63,5.22,12.6,3.0,3.0,3.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,3.673,0.386,1.0,1.029,0.108,1.0,0.0,0.0,1.091,2.6,24.8,1.0,2.247,6.867,12.002,9.0,15.0,-2.998,2.182,0.837,13.069
2026-27,2,316,543968,Emersonn,Emersonn Correia da Silva,Ipswich Town,12,40,FWD,d,Knee injury - 75% chance of playing,75,55.0,1.6,10,110,2,1,0,0,2,0.82,0.06,0.88,1.4,12.6,5.0,5.0,3.8,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,8.182,0.72,1.0,2.291,0.202,1.0,0.0,0.0,1.818,2.6,23.4,0.75,1.509,4.539,7.745,15.0,25.0,-17.255,1.408,1.128,8.515
2026-27,2,317,222625,Hirst,George Hirst,Ipswich Town,12,40,FWD,u,Has joined Stoke City permanently,0,50.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.47
2026-27,2,318,481624,Philogene,Jaden Philogene,Ipswich Town,12,40,MID,i,Ankle injury - Unknown return date,0,54.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.47
2026-27,2,319,172453,Szmodics,Sam Szmodics,Ipswich Town,12,40,MID,u,Has joined Derby County on loan for the rest of the season,0,50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.467
2026-27,2,320,147675,Akpom,Chuba Akpom,Ipswich Town,12,40,FWD,a,,100,50.0,0.9,6,69,0,1,0,0,4,0.97,0.0,0.97,4.04,5.5,3.0,3.0,3.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,7.826,1.265,0.0,2.191,0.354,0.0,0.0,0.0,1.2,2.6,24.1,1.0,2.693,7.643,12.461,9.0,15.0,-2.539,2.492,1.573,12.877
2026-27,2,321,557012,Walle Egeli,Sindre Walle Egeli,Ipswich Town,12,40,FWD,a,,100,45.0,3.2,1,10,0,0,0,0,0,0.0,0.0,0.0,0.03,0.0,0.5,1.0,0.5,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,9.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.222,2.6,21.8,1.0,1.207,3.597,6.196,3.0,5.0,1.196,1.377,1.639,6.476
2026-27,2,322,462387,Al-Hamadi,Ali Al-Hamadi,Ipswich Town,12,40,FWD,u,Has joined Sheffield Wednesday on loan for the rest of the season,0,50.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.47
2026-27,2,323,461587,McAteer,Kasey McAteer,Ipswich Town,12,40,MID,a,,100,45.0,1.3,2,31,0,0,0,0,0,0.0,0.0,0.0,0.21,0.3,1.0,1.0,1.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,5.806,0.0,0.0,1.626,0.0,0.0,0.0,0.0,0.444,2.6,23.7,1.0,1.725,4.863,8.356,3.0,5.0,3.356,1.857,1.616,8.722
2026-27,2,324,232457,Mehmeti,Anis Mehmeti,Ipswich Town,12,40,MID,a,,100,49.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,1.0,0.05,0.102,0.253,0.0,0.0,0.253,0.052,1.649,0.636
2026-27,2,554,546600,Van Oevelen,Kayne van Oevelen,Ipswich Town,12,40,GKP,u,Has joined Valencia on loan for the rest of the season,0,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.467
2026-27,2,562,442967,Maeda,Daizen Maeda,Ipswich Town,12,40,MID,a,,100,55.0,0.3,4,151,2,0,0,0,5,0.67,0.01,0.68,4.54,4.9,2.0,2.0,2.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.384,0.405,1.0,0.668,0.113,1.0,0.0,0.0,0.727,2.6,24.7,1.0,2.26,6.942,11.168,6.0,10.0,1.168,2.031,0.832,12.235
2026-27,2,564,240514,Scherpen,Kjell Scherpen,Ipswich Town,12,40,GKP,a,,100,45.0,0.6,4,180,2,0,0,0,6,0.0,0.01,0.01,5.43,6.0,2.0,2.0,2.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,2.0,0.005,1.0,0.56,0.001,1.0,0.0,0.0,0.889,2.6,24.4,1.0,2.875,9.511,14.682,6.0,10.0,4.682,3.263,0.8,15.766
2026-27,2,571,216055,Florentino,Florentino Ibrain Morris Luís,Ipswich Town,12,40,MID,d,Calf injury - 75% chance of playing,75,50.0,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,2100.0,84.0,3.6,0.05,1.05,1,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,2.592,0.036,0.756,0.0,0.0,0.0,2.6,24.9,0.75,0.623,1.653,2.746,0.0,0.0,2.746,0.549,1.249,3.466
2026-27,2,591,474120,Enciso,Julio Enciso,Ipswich Town,12,40,MID,a,,100,55.0,0.7,10,160,2,0,2,0,6,0.63,0.62,1.25,5.4,10.9,5.0,5.0,5.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,5.625,0.703,1.0,1.575,0.197,1.0,0.0,0.0,1.818,2.6,24.3,1.0,2.801,10.511,16.818,15.0,25.0,-8.182,3.058,0.822,17.88
2026-27,2,592,572584,Ouattara,Abdoul Ouattara,Ipswich Town,12,40,DEF,a,,100,40.0,1.0,2,27,0,0,0,0,1,0.0,0.0,0.0,0.89,1.6,1.0,1.0,1.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,6.667,0.0,0.0,1.867,0.0,0.0,0.0,0.0,0.5,2.6,24.0,1.0,0.761,2.165,3.733,3.0,5.0,-1.267,0.933,1.62,4.106
2026-27,2,602,524180,Humphreys,Cameron Humphreys,Ipswich Town,12,40,MID,u,Has joined Huddersfield Town on loan for the rest of the season,0,45.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,-0.467
2026-27,2,619,218543,Palacios,Exequiel Palacios,Ipswich Town,12,40,MID,a,,100,50.0,0.0,1,28,0,0,0,0,2,0.0,0.01,0.01,1.92,2.1,1.0,1.0,1.5,3.4,3.333,2.0,1.0,5,3,0.0,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0,3.214,0.032,0.0,0.9,0.009,0.0,0.0,0.0,0.2,2.6,25.0,1.0,0.937,2.887,4.898,4.5,7.5,-2.602,0.98,1.619,5.307
2026-27,2,640,431639,Flemming,Zian Flemming,Ipswich Town,12,40,FWD,a,,100,55.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.4,3.333,2.0,1.0,5,3,1764.0,99.0,5.051,0.426,1.05,1,1000.0,1000.0,1000.0,0,0.0,0.0,0.0,3.637,0.307,0.756,0.0,0.0,0.0,2.6,25.0,1.0,0.086,0.118,0.168,5.4,9.0,-8.832,0.031,0.999,1.104
